ari,pct_change,p_value,converged
1,156.14933176729312,9.316300039055691e-12,TRUE
2,201.31258004494617,2.5056436649958287e-8,TRUE
5,190.13808575364504,3.957059054851633e-4,TRUE
10,164.04983182484912,0.023795580685166254,TRUE
25,67.76434190294111,0.4346147518945894,TRUE
50,150.27354526096107,0.2409636906049191,TRUE
100,315.9051704939704,0.14740001767311675,TRUE
200,365.28530269624093,0.22231810698119456,TRUE
