ari,pct_change,p_value,converged
1,190.04371718238696,3.047384541687175e-11,TRUE
2,222.2499289382903,1.4805165371081813e-7,TRUE
5,228.67677893909848,0.00113779317021959,TRUE
10,249.4381427808381,0.016673606334119684,TRUE
25,91.1055141599675,0.37907755013095795,TRUE
50,205.71251768245716,0.27028917622444715,TRUE
100,131.62430213347128,0.5283842001656132,TRUE
200,223.6269862227269,0.4331323707372773,TRUE
